"national_number","gen","english_name","japanese_name","primary_type","secondary_type","classification","percent_male","percent_female","height_m","weight_kg","capture_rate","hp","attack","defense","sp_attack","sp_defense","speed","abilities_1","abilities_2","hidden_ability","description","tier"
1006,9,"Iron Valiant","テツノブジン","Fairy","Fighting","Paradox Pokémon","","",1.4,35,10,74,130,90,120,60,116,"Quark Drive",NA,NA,NA,"OU"
1007,9,"Koraidon","コライドン","Fighting","Dragon","Paradox Pokémon","","",2.5,303,3,100,135,115,85,100,135,"Orichalcum Pulse",NA,NA,NA,"Uber"
1008,9,"Miraidon","ミライドン","Electric","Dragon","Paradox Pokémon","","",3.5,240,3,100,85,100,135,115,135,"Hadron Engine",NA,NA,NA,"AG"
1009,9,"Walking Wake","ウネルミナモ","Water","Dragon","Paradox Pokémon","","",3.5,280,5,99,83,91,125,83,109,"Protosynthesis",NA,NA,NA,"OU"
1010,9,"Iron Leaves","テツノイサハ","Grass","Psychic","Paradox Pokémon","","",1.5,125,5,90,130,88,70,108,104,"Quark Drive",NA,NA,NA,"RUBL"
1011,9,"Dipplin",NA,"Grass","Dragon","Candy Apple Pokémon","50%","50%",0.4,4.4,45,80,80,110,95,80,40,"Supersweet Syrup","Gluttony","Sticky Hold",NA,"NFE"
1012,9,"Poltchageist",NA,"Grass","Ghost","Matcha Pokémon","","",0.1,1.1,120,40,45,45,74,54,50,"Hospitality",NA,"Heatproof",NA,"LC"
1013,9,"Sinistcha",NA,"Grass","Ghost","Matcha Pokémon","","",0.2,2.2,60,71,60,106,121,80,70,"Hospitality",NA,"Heatproof",NA,"UU"
1014,9,"Okidogi",NA,"Poison","Fighting","Retainer Pokémon","100%","0%",1.8,92,3,88,128,115,58,86,80,"Toxic Chain",NA,"Guard Dog",NA,"UUBL"
1015,9,"Munkidori",NA,"Poison","Psychic","Retainer Pokémon","100%","0%",1,12.2,3,88,75,66,130,90,106,"Toxic Chain",NA,"Frisk",NA,"NU"
1016,9,"Fezandipiti",NA,"Poison","Fairy","Retainer Pokémon","100%","0%",1.4,30.1,3,88,91,82,70,125,99,"Toxic Chain",NA,"Technician",NA,"UU"
1017,9,"Ogerpon",NA,"Grass",NA,"Mask Pokémon","0%","100%",1.2,39.8,5,80,120,84,60,96,110,"Defiant",NA,"Embody Aspect",NA,"UU"
1018,9,"Archaludon",NA,"Steel","Dragon","Alloy Pokémon","50%","50%",2,60,10,90,105,130,125,65,85,"Stamina","Sturdy","Stalwart",NA,"Uber"
1019,9,"Hydrapple",NA,"Grass","Dragon","—","50%","50%",1.8,93,10,106,80,110,120,80,44,"Supersweet Syrup","Regenerator","Sticky Hold",NA,"UU"
1020,9,"Gouging Fire",NA,"Fire","Dragon","Paradox Pokémon","","",3.5,590,10,105,115,121,65,93,91,"Protosynthesis",NA,NA,NA,"Uber"
1021,9,"Raging Bolt",NA,"Electric","Dragon","Paradox Pokémon","","",5.2,480,10,125,73,91,137,89,75,"Protosynthesis",NA,NA,NA,"OU"
1022,9,"Iron Boulder",NA,"Rock","Psychic","Paradox Pokémon","","",1.5,162.5,10,90,120,80,68,108,124,"Quark Drive",NA,NA,NA,"UUBL"
1023,9,"Iron Crown",NA,"Steel","Psychic","Paradox Pokémon","","",1.6,156,10,90,72,100,122,108,98,"Quark Drive",NA,NA,NA,"OU"
1024,9,"Terapagos",NA,"Normal",NA,"Tera Pokémon","50%","50%",0.2,6.5,255,90,65,85,65,85,60,"Tera Shift",NA,NA,NA,"Uber"
1025,9,"Pecharunt",NA,"Poison","Ghost","Subjugation Pokémon","","",0.3,0.3,3,88,88,160,88,88,88,"Poison Puppeteer",NA,NA,NA,"OU"
